Index,Name,Age,Gender,Nationality,Years Active,Genre Specialization,Beauty,Skill Level,Education Level,Award Wins,Media Mentions,Social Media Followers,Social Media Likes,Network Size,Income
5576,Jennifer Jones,44,Male,USA,9,Sci-Fi,6.98,8.54,College,7,35,18184,5005,22,657493.84
5577,Misty Hughes DVM,23,Female,USA,5,Action,12.76,11.82,College,9,32,17166,5405,27,949384.8
5578,Bryan Hernandez,28,Female,USA,10,Comedy,7.48,7.12,High School,8,27,16062,4843,23,425928.17
5579,Brittany Nelson,44,Male,USA,8,Musical,7.1,9.17,High School,7,44,18361,4976,27,371096.51
5580,Eric Garrett,39,Female,Canada,18,Drama,7.78,10.05,University,11,40,14090,4496,15,1290481.4
5581,Charles Ward,22,Female,USA,4,Musical,12.17,11.58,Graduate,5,39,18737,5468,30,514445.02
5582,Andrea Thompson,35,Male,USA,17,Action,5.68,4.24,High School,7,40,18174,5209,25,631141.69
5583,Connie Cooper,36,Female,USA,15,Comedy,5.26,0.14,College,3,38,15785,4780,20,422656.06
5584,Denise Taylor,47,Male,USA,13,Drama,8.04,13.07,College,11,45,16299,4994,24,545843.35
5585,Donna Cain,50,Male,USA,11,Sci-Fi,7.49,8.73,High School,7,60,18891,5409,25,611715.39
5586,David Anderson,41,Female,USA,16,Comedy,7.51,4.28,High School,6,38,15923,4854,27,705746.59
5587,Frank Andersen,45,Female,Canada,18,Action,9.38,4.36,University,6,32,14860,4869,21,741769.13
5588,Anita Lin,35,Female,USA,9,Comedy,8.43,13.73,University,11,40,16962,5048,19,961241.43
5589,Charles Wright,25,Female,USA,7,Comedy,9.73,8.97,Graduate,6,38,16635,5145,28,709856.17
5590,Cameron Bird,44,Male,USA,19,Comedy,5.24,8.57,Graduate,11,40,18282,5622,33,1357114.01
5591,David Thomas,47,Male,USA,18,Drama,4.93,11.01,Graduate,9,39,18936,5187,26,659479.29
5592,James Riley,34,Female,USA,10,Musical,8.61,14.03,College,11,32,15747,4788,27,713408.95
5593,Charles Chambers,35,Female,Canada,14,Comedy,7.71,10.59,University,12,28,15007,4561,17,947979.68
5594,Danny Sharp,35,Female,USA,17,Comedy,8.35,12.39,University,13,44,16899,5163,24,1419041.81
5595,Joshua Gibson,49,Male,Canada,16,Action,5.92,7.59,Graduate,7,47,18473,5377,22,750125.87
5596,Patrick Sparks,53,Female,USA,18,Drama,7.36,10.57,College,12,31,15205,4749,28,785473.44
5597,Amanda Downs,36,Male,USA,11,Drama,8.6,9.09,College,8,36,16166,5144,26,582963.91
5598,Michael Peterson,26,Male,USA,8,Comedy,6.92,10.72,University,7,44,19041,5747,31,841035.54
5599,Joanne Schneider,38,Female,Canada,16,Drama,7.41,9.73,High School,10,40,15357,4954,31,778830.16
5600,Thomas Tucker,31,Male,Canada,13,Action,4.82,13.09,University,9,37,17880,5517,33,923695.03
5601,Maureen Miller,27,Female,USA,9,Action,5.2,3.29,High School,5,42,16156,5413,26,412333.8
5602,Erin Weiss,29,Female,USA,11,Drama,9.95,3.66,University,9,41,18290,5200,24,1062668.44
5603,Jesse Russo,44,Male,Canada,15,Drama,7.56,9.13,University,9,34,14267,4351,26,773381.79
5604,Daniel Dean,31,Male,USA,13,Sci-Fi,6.8,8.72,College,7,40,17318,4931,22,679210.23
5605,Jessica Reeves,43,Male,Canada,16,Drama,5.75,16.05,College,14,37,15159,4943,26,1405207.48
5606,Andrea Horton,46,Male,USA,17,Comedy,7.27,7.96,University,6,44,15856,4893,20,498064.35
5607,William Jimenez,51,Female,Canada,17,Drama,8.03,7.24,High School,11,47,17184,5627,23,939703.47
5608,Nicholas Rowe,35,Male,USA,16,Action,5.45,9.11,University,11,32,15400,5212,25,925603.41
5609,Misty Hughes DVM,23,Female,USA,5,Action,12.76,11.82,College,9,32,17166,5405,27,949384.8
5610,Seth Smith,37,Female,USA,11,Drama,7.42,15.13,Graduate,8,41,16893,4752,27,624310.03
5611,Amy Simmons,38,Male,USA,12,Comedy,6.68,8.26,University,8,31,14817,4955,21,655765.4
5612,Michael Murphy,46,Female,USA,18,Drama,8.58,19.85,Graduate,14,42,16277,5403,25,1161445.4
5613,Barbara Ellis,34,Female,USA,13,Comedy,9.02,14.74,College,12,34,15460,5444,31,953811.04
5614,Taylor Robinson,38,Male,USA,10,Comedy,6.93,8.7,Graduate,8,46,16916,5457,32,894228.28
5615,Megan Smith,31,Female,USA,13,Drama,6.73,9.05,College,9,40,17480,5351,29,783214.25
5616,Miss Kathryn Brown,60,Female,USA,19,Horror,6.65,4.25,College,8,40,17490,5369,28,880588.55
5617,Karen Nguyen,32,Female,USA,14,Sci-Fi,7.03,3.78,College,7,40,17521,5106,22,868568.22
5618,Lisa Barton,33,Male,USA,15,Sci-Fi,7.83,13.48,Graduate,12,40,15100,5016,30,1115679.22
5619,Ralph Martinez,57,Male,USA,20,Sci-Fi,7.91,5.14,College,7,45,16545,5426,29,910039.38
5620,Patrick Massey,42,Male,USA,14,Comedy,10.12,8.77,College,10,35,17256,5284,27,936545.18
5621,Zachary Garcia,46,Male,USA,19,Action,7.08,1.65,College,7,49,17925,5452,27,1231802.4
5622,Jessica Montoya,39,Male,Canada,14,Drama,8.72,12.07,College,10,18,14456,5077,26,977792.63
5623,Leah Brennan,39,Male,Canada,17,Drama,3.49,11.51,Graduate,11,44,16952,5000,26,1057927.6
5624,Zachary Smith,28,Male,USA,10,Action,8.68,9.36,College,7,43,18281,5304,22,683400.57
5625,Mrs. Kimberly Wilson DDS,42,Female,USA,15,Comedy,9.26,6.09,High School,10,47,16931,4957,28,1193109.68
5626,James Carr,36,Female,USA,17,Musical,10.67,8.96,University,9,17,14098,4405,26,753031.89
5627,Danielle Chan,54,Male,USA,13,Horror,6.89,8.89,Graduate,9,36,15642,5719,28,616398.65
5628,Timothy Miranda,40,Female,USA,22,Musical,11.92,9.55,College,11,31,15354,5399,31,1003753.45
5629,Joseph Martin,36,Female,USA,14,Drama,7.96,14.1,Graduate,9,40,17293,5148,28,839978.56
5630,Richard Williams,22,Female,Canada,4,Action,9.52,9.75,Graduate,8,39,16221,5273,23,648416.09
5631,Adam Meyer,39,Female,USA,15,Drama,9.34,9.22,High School,10,36,16789,4621,24,972985.3
5632,Hailey Myers,31,Female,USA,13,Drama,8.19,2.82,Graduate,6,44,16467,4943,23,687189.98
5633,Anthony Smith,37,Male,USA,14,Sci-Fi,6.49,6.46,High School,9,59,20282,5525,29,1078752.0
5634,Tiffany Williams,21,Female,USA,3,Drama,7.08,3.21,College,7,32,15553,5132,25,501608.1
5635,Rebecca Humphrey,40,Female,USA,11,Drama,10.08,7.04,High School,9,35,15829,5225,24,917602.62
5636,Tony Harris,36,Female,Canada,18,Comedy,7.96,7.84,Graduate,10,33,18640,5310,29,1365795.97
5637,Jessica Phillips,32,Male,USA,14,Action,5.56,4.1,High School,7,34,15749,5237,29,716100.92
5638,Mr. David Duncan,47,Female,USA,17,Action,7.29,18.34,Graduate,13,31,12624,4229,15,920127.46
5639,Brianna Martin,30,Male,USA,12,Sci-Fi,8.97,5.29,High School,7,44,16775,5645,24,640578.68
5640,Ryan Estes,44,Male,USA,12,Action,5.15,16.32,High School,10,50,18305,4972,21,590806.43
5641,Tony Harvey,28,Male,USA,10,Action,6.18,5.03,College,6,39,14239,5158,25,456459.11
5642,Sara Richardson MD,48,Male,USA,14,Comedy,4.19,10.8,University,9,32,16206,4735,30,662044.03
5643,Lori Sanchez,24,Female,USA,6,Comedy,7.85,9.48,Graduate,8,39,17833,5647,32,535094.05
5644,Natalie Luna,18,Female,USA,0,Action,6.36,8.19,High School,8,31,14754,4517,17,393843.72
5645,Sharon Sanchez,39,Male,USA,15,Action,5.98,12.46,University,11,38,17360,4990,23,887785.15
5646,Jeremy Stewart,36,Male,Canada,9,Drama,6.08,7.71,University,7,36,16692,5039,25,507953.1
5647,Karl Davis,33,Female,USA,15,Drama,10.57,4.92,High School,9,36,16607,5582,21,1247877.85
5648,Charles Castro,40,Female,USA,15,Comedy,7.61,10.76,Graduate,10,37,18004,4952,27,1337895.17
5649,Joshua Rivera,26,Female,Canada,8,Comedy,10.02,9.53,University,9,33,16035,5730,30,736359.2
5650,Richard Williams,22,Female,Canada,4,Action,9.52,9.75,Graduate,8,39,16221,5273,23,648416.09
5651,Craig Stevens,37,Male,USA,18,Action,8.96,5.62,College,7,43,18455,5444,34,924953.25
5652,Reginald Jacobson,53,Male,USA,14,Sci-Fi,9.71,10.05,College,10,35,17337,5184,18,1102555.56
5653,David Cantrell,53,Male,Canada,19,Sci-Fi,6.83,7.13,High School,9,36,14294,4730,21,853612.99
5654,Kelly Harris,25,Female,USA,7,Drama,7.91,2.18,Graduate,5,51,17548,5218,30,631406.4
5655,Sandra Carney,49,Male,Canada,14,Drama,8.24,5.24,High School,6,30,13722,5256,24,422822.72
5656,Roger Dickson,26,Male,USA,8,Sci-Fi,6.03,4.73,Graduate,5,36,19006,5114,30,379011.1
5657,Julie Barnes,30,Female,USA,12,Comedy,7.54,14.86,University,11,35,16069,5438,23,692719.35
5658,Victoria Smith,42,Male,USA,12,Sci-Fi,6.58,4.32,Graduate,5,40,18202,5483,19,548465.97
5659,Lori Cooper PhD,38,Female,USA,18,Drama,8.49,2.63,College,8,34,16650,5443,23,1238481.17
5660,Michele Chapman,23,Female,USA,5,Drama,6.25,11.52,University,8,53,18536,5317,25,643220.46
5661,Elizabeth Acevedo,26,Male,USA,8,Horror,7.98,21.78,Graduate,11,43,16454,5197,25,714190.65
5662,Christina Jackson,60,Male,Canada,10,Drama,7.62,8.0,Graduate,5,36,16408,5035,22,497668.12
5663,Michelle Armstrong,38,Female,USA,16,Comedy,6.97,6.44,University,7,37,14219,4739,20,566723.23
5664,Angela Crawford,18,Female,USA,0,Comedy,7.55,13.58,University,7,45,19435,5322,25,455524.42
5665,Daniel Anderson,42,Male,USA,15,Horror,7.78,5.57,High School,10,37,15943,5238,25,807012.41
5666,Thomas Cooper,41,Male,USA,17,Action,5.47,11.97,High School,10,26,14554,5149,22,667933.07
5667,Paul Wilson,43,Female,USA,15,Action,5.06,7.93,University,8,52,18526,5494,26,747813.99
5668,Laurie Farmer,32,Female,USA,13,Comedy,10.0,13.27,Graduate,10,37,15630,4434,19,965200.95
5669,Elaine Santana DVM,64,Female,Canada,15,Drama,11.43,5.86,College,10,35,17652,5236,28,1612795.86
5670,Jeremy Morgan,42,Female,USA,21,Horror,7.34,19.88,Graduate,16,35,16840,5106,22,1546835.11
5671,James Vasquez,18,Female,USA,0,Drama,9.21,13.63,Graduate,6,33,16641,5660,25,510009.15
5672,Dr. Glen Goodman Jr.,34,Male,USA,13,Horror,7.15,17.32,University,10,32,15908,4991,21,618742.72
5673,Christopher Bennett,35,Male,USA,17,Sci-Fi,6.81,8.26,Graduate,7,54,18729,5080,32,570369.56
5674,Catherine Alexander,41,Male,USA,19,Drama,9.7,14.28,University,11,42,18764,5389,28,1285719.99
5675,David Stuart,53,Female,USA,15,Drama,8.71,16.55,University,11,37,15191,5017,21,644735.05
5676,Gregory Adams,49,Male,USA,13,Sci-Fi,9.35,13.68,Graduate,10,45,17726,5170,26,1057258.76
5677,Steven Lam,38,Female,USA,12,Drama,7.38,13.14,Graduate,11,29,15732,5405,23,818399.16
5678,Meredith Johnson,45,Male,USA,12,Action,7.58,4.82,Graduate,6,34,14293,4476,23,513078.51
5679,Linda Meyer,27,Female,USA,9,Action,5.63,12.69,Graduate,10,41,15157,4763,19,693198.61
5680,Madison Carter,42,Female,USA,15,Drama,10.8,9.41,College,12,34,15115,4663,23,1380116.15
5681,Steven Williams,53,Male,USA,15,Musical,11.72,11.57,College,10,24,15432,5221,16,712638.49
5682,Brian Wells,41,Male,USA,12,Action,7.5,7.96,College,9,44,19143,5563,29,799093.03
5683,Rebecca Taylor,31,Female,USA,12,Comedy,6.85,6.46,High School,10,31,18226,5138,25,711026.69
5684,Curtis Weber,51,Female,USA,21,Comedy,10.69,9.31,College,10,34,16933,4931,30,1117604.75
5685,Emily Vasquez,29,Male,Canada,11,Action,6.41,6.01,College,5,36,14507,4884,26,494329.25
5686,Leslie Weaver,45,Male,USA,11,Action,7.02,7.69,Graduate,8,44,16706,5091,24,746108.52
5687,Jeffrey Maynard,57,Male,USA,17,Action,5.31,8.71,Graduate,7,35,17465,4839,22,682760.23
5688,Walter Patton,37,Female,USA,19,Sci-Fi,9.25,6.19,High School,9,38,15467,4845,17,1083591.47
5689,Larry Schaefer,41,Female,Canada,18,Musical,11.89,5.03,College,11,43,14961,4942,28,1200062.12
5690,Kristin Johns,31,Female,USA,13,Comedy,8.19,8.26,College,7,37,17212,5098,24,849484.11
5691,Michelle Jackson,44,Male,USA,13,Action,5.81,16.59,College,12,41,18127,5223,17,990312.1
5692,Christopher Scott,35,Male,USA,14,Action,7.07,14.3,University,10,33,13475,4479,24,636231.5
5693,Samantha Adkins,35,Female,USA,17,Musical,8.07,13.62,Graduate,9,43,16481,5237,31,865365.84
5694,Michael Lynch,46,Female,USA,20,Drama,5.47,12.34,University,16,49,17242,5259,22,2137968.09
5695,Gabriel Long,46,Male,USA,19,Sci-Fi,8.29,1.22,College,5,39,17256,5216,21,676105.21
5696,Valerie Garcia,33,Male,USA,15,Sci-Fi,8.88,8.2,High School,8,37,17959,5493,27,1027530.24
5697,Michelle Munoz DDS,57,Male,USA,10,Sci-Fi,6.1,11.68,Graduate,9,38,16485,5303,27,628158.34
5698,Justin Wells,38,Female,USA,17,Action,8.0,11.06,College,12,37,16649,5350,25,1322084.24
5699,Jessica Miller,28,Female,USA,10,Comedy,5.88,15.51,Graduate,10,36,17565,4961,34,521391.7
5700,Kenneth Salas,61,Male,USA,17,Action,4.27,14.14,University,12,36,17698,5242,24,1210236.35
5701,Catherine Henry,19,Female,USA,1,Musical,8.54,3.97,High School,6,31,16157,5317,25,302316.74
5702,William Michael,31,Female,USA,13,Comedy,8.59,13.7,Graduate,9,29,16406,4909,30,813676.38
5703,Bruce Ingram,49,Male,USA,16,Action,4.34,6.58,High School,9,32,15610,5029,29,709668.96
5704,Mark Dunn,43,Male,USA,12,Action,5.97,10.0,High School,9,43,16116,4809,23,752843.89
5705,Jordan Oliver,32,Female,USA,14,Comedy,9.47,6.57,High School,7,32,14507,4437,25,565661.47
5706,Diane James,45,Male,USA,17,Comedy,8.98,8.06,College,10,32,16837,5681,29,1451923.88
5707,Kathryn Kelly,42,Female,USA,14,Action,7.29,6.29,Graduate,7,39,17878,4797,21,783385.76
5708,Alvin Simpson,24,Female,USA,6,Action,9.96,9.1,High School,7,35,17812,5234,23,690324.94
5709,Mr. Jonathan Horne Jr.,54,Male,USA,16,Action,4.94,10.98,University,8,43,15918,5240,27,487298.54
5710,Sabrina Frank,33,Female,Canada,15,Drama,6.69,11.69,Graduate,9,44,18737,5212,23,873154.43
5711,William Cox,53,Male,USA,9,Sci-Fi,6.89,9.79,High School,5,37,18238,5068,23,421504.91
5712,Jaime Johnson,23,Female,USA,5,Action,12.21,13.52,University,9,50,18313,4999,18,964783.43
5713,James Anderson,34,Female,USA,12,Comedy,6.51,10.35,Graduate,10,30,14591,5018,19,503910.55
5714,Justin Lee,49,Male,USA,13,Drama,6.23,5.85,University,4,44,15544,5224,29,462203.01
5715,Thomas Baird,27,Female,USA,9,Comedy,7.58,7.29,High School,5,50,18922,5194,31,461577.36
5716,Michael Hodge,38,Female,USA,16,Comedy,7.59,9.07,College,9,39,14773,5222,20,831883.07
5717,Christopher Ray,41,Female,Canada,13,Drama,9.03,6.8,University,9,39,19117,5534,27,1100116.18
5718,Sarah Ross,55,Male,Canada,19,Action,6.85,10.08,College,10,54,17780,5285,25,1145851.41
5719,Kari Mcbride,43,Male,USA,9,Action,6.24,3.44,University,7,39,17547,5227,27,620393.72
5720,Jeremiah Smith,30,Male,Canada,12,Drama,8.61,9.88,College,6,42,15997,4874,20,481967.66
5721,Jorge Cameron,44,Male,USA,15,Action,7.44,5.44,High School,7,48,18438,5178,31,827048.46
5722,Daniel York,38,Male,USA,16,Drama,8.09,11.57,University,9,47,17111,5607,26,996597.7
5723,Karen Gonzalez,31,Male,USA,13,Action,6.75,10.46,College,10,42,17667,4899,32,929674.39
5724,Jason Cohen,59,Male,USA,17,Drama,7.94,6.71,University,8,43,16643,5629,29,972836.67
5725,Laura Cummings,25,Male,USA,7,Action,7.25,6.86,High School,7,36,16519,4811,21,662580.3
5726,Vanessa Middleton,23,Female,USA,5,Comedy,9.75,3.1,College,5,25,17263,5108,34,559190.25
5727,Kayla Williams,47,Male,USA,7,Action,9.59,5.04,Graduate,7,49,19628,5644,27,648581.34
5728,Samuel Barnett,32,Female,USA,12,Comedy,7.78,5.17,College,10,39,15936,4789,26,839438.85
5729,Mary Mason,42,Female,USA,11,Horror,8.18,6.67,Graduate,8,47,17829,4982,24,908923.72
5730,Nancy Mason,37,Male,USA,14,Drama,6.46,6.54,University,7,51,18395,5091,24,744429.73
5731,Ryan Rodriguez,23,Female,USA,5,Musical,7.82,5.9,University,5,39,15924,5112,21,389811.49
5732,Mrs. Julie Jones,57,Male,USA,18,Sci-Fi,8.11,5.89,University,8,52,16612,4922,24,880377.96
5733,Troy Sanchez,20,Female,Canada,2,Drama,9.61,11.65,High School,7,38,16204,5057,24,477811.32
5734,Christopher Sanchez,44,Male,USA,16,Drama,8.77,2.54,College,6,30,15125,4745,23,499145.51
5735,Deborah Bradshaw,18,Female,USA,0,Drama,9.39,10.84,University,6,33,18644,5051,27,490169.18
5736,Samantha Jones,21,Female,USA,3,Drama,10.68,4.29,High School,3,32,15387,4780,25,391020.62
5737,Jared Carpenter,28,Female,USA,10,Action,8.87,16.16,Graduate,12,27,14605,5069,20,853786.62
5738,Emily Peters,27,Female,USA,9,Comedy,9.11,4.45,Graduate,6,37,15394,4470,31,367200.96
5739,Lisa Morales,56,Male,USA,13,Sci-Fi,9.63,13.15,Graduate,8,39,17984,5323,27,781655.28
5740,Rodney Anderson,22,Female,USA,4,Drama,4.8,5.65,College,6,44,18948,5571,33,547921.78
5741,William Beck,43,Female,USA,16,Comedy,10.56,16.33,Graduate,12,45,17581,5371,20,1331046.83
5742,Phillip Foster,21,Female,USA,3,Action,8.08,8.58,University,6,45,16425,5139,29,529973.76
5743,Kyle Bowman,49,Female,Canada,13,Comedy,9.09,7.49,College,6,39,16778,4784,30,786462.24
5744,Micheal Harvey,38,Female,Canada,17,Drama,8.34,9.44,College,8,44,15519,5242,38,533519.3
5745,Courtney Jimenez,30,Male,USA,12,Action,5.29,8.58,University,8,25,13911,4991,26,501310.59
5746,Eric Atkins,46,Male,USA,17,Sci-Fi,7.11,8.84,Graduate,7,45,16062,4657,18,545240.33
5747,Kelly Strong,38,Male,USA,15,Comedy,6.84,9.0,High School,9,34,16383,4908,22,879848.75
5748,Michelle Byrd,36,Female,USA,14,Action,7.98,2.37,High School,9,37,14783,5016,18,1065092.89
5749,Lisa Miller,39,Male,USA,12,Action,3.85,5.62,University,4,36,16945,4880,27,338678.47
5750,Kenneth Olsen,23,Male,USA,5,Sci-Fi,7.66,7.72,College,5,34,16161,4788,31,319553.53
5751,Sandra Ashley,37,Male,Canada,19,Comedy,6.13,10.44,Graduate,9,34,14401,5062,25,959661.89
5752,Mark Ray,45,Male,USA,20,Horror,5.59,6.78,University,7,43,18975,5263,24,632628.13
5753,Scott Crawford,18,Female,USA,0,Drama,8.62,6.9,College,6,44,16360,5217,29,375575.83
5754,Katrina Fletcher,44,Male,USA,10,Action,6.23,10.08,High School,8,37,17422,5326,28,503866.85
5755,David Hunt,47,Male,USA,12,Sci-Fi,7.17,8.6,High School,8,47,20003,5540,30,788847.02
5756,Jeffrey Keller,49,Male,USA,17,Drama,7.06,15.08,University,10,33,13834,4479,26,820553.49
5757,Lauren Mueller,53,Male,USA,12,Action,5.8,3.26,College,8,37,18385,5109,25,744857.3
5758,Rhonda Chen,37,Male,USA,14,Drama,8.47,8.4,Graduate,8,44,14687,5043,18,906448.66
5759,Robert White,29,Female,USA,11,Musical,9.89,13.38,Graduate,10,41,15621,4838,24,750695.08
5760,David Wilson,36,Female,Canada,18,Drama,9.38,6.93,High School,11,43,16416,5291,31,1284879.41
5761,Theresa Taylor,41,Male,USA,14,Drama,9.69,9.04,College,7,35,16684,4889,18,534707.68
5762,Helen Johnson,31,Female,USA,13,Comedy,5.64,6.27,Graduate,7,47,18252,4980,27,697489.24
5763,Juan Robinson,30,Female,Canada,12,Action,5.23,4.95,Graduate,9,40,16919,5325,28,863949.49
5764,Jonathon Gilmore,37,Female,USA,19,Horror,8.27,10.36,University,10,28,12753,4757,21,876516.95
5765,Melissa Larson,26,Female,USA,8,Drama,4.48,10.85,High School,9,35,15437,5011,23,440810.02
5766,Ernest Clark,34,Male,Canada,15,Comedy,6.65,3.73,College,6,37,16616,4944,29,531313.76
5767,Sarah Ball,41,Male,USA,18,Action,4.74,7.35,High School,8,49,19516,5598,25,829217.77
5768,John Smith,27,Female,USA,9,Sci-Fi,8.75,11.87,Graduate,6,36,13583,4637,23,462070.19
5769,Candice Green,57,Female,USA,13,Horror,8.07,9.8,Graduate,7,49,19122,5725,31,720601.13
5770,Ryan Clayton,44,Male,USA,12,Action,6.47,7.02,High School,7,37,15524,5432,34,526718.81
5771,Lauren Higgins,29,Male,USA,11,Sci-Fi,8.84,11.01,College,10,32,13280,4950,24,657356.69
5772,Valerie Gutierrez,24,Female,USA,6,Drama,8.71,6.71,High School,8,39,16689,5103,23,619247.06
5773,William Smith,29,Female,USA,11,Drama,6.83,10.76,High School,12,38,14518,4981,23,1115778.12
5774,Sara Ortiz,28,Male,USA,10,Horror,6.67,9.68,University,7,26,14661,4866,23,522715.99
5775,Jacob Conway,24,Female,Canada,6,Comedy,6.89,5.67,University,5,42,17410,4662,27,399424.31
5776,Daniel Cooper,26,Female,USA,8,Comedy,9.02,6.33,College,7,48,21315,5302,32,928583.45
5777,Alan Harrison,24,Female,Canada,6,Action,9.53,14.96,Graduate,9,55,18641,5175,32,747678.64
5778,Ralph Ward,29,Female,USA,11,Drama,8.87,3.53,University,7,32,14845,4246,20,547011.5
5779,Jeff Hester,41,Female,USA,13,Drama,10.46,14.58,High School,13,29,13962,5005,20,1126262.45
5780,Veronica Shaw,47,Female,USA,14,Action,6.62,5.58,College,8,39,15297,4973,32,897587.2
5781,Kayla Cruz,25,Female,USA,7,Drama,6.6,5.95,Graduate,4,28,14143,5026,23,311262.75
5782,Jeffery Reed,50,Male,Canada,15,Sci-Fi,7.57,14.83,College,12,41,16181,4922,18,882415.61
5783,Brian Tapia,23,Female,USA,5,Action,11.51,14.01,Graduate,7,42,18278,5219,25,742449.78
5784,Brendan Floyd,41,Male,USA,17,Action,6.52,2.56,University,4,47,17057,4845,21,616213.01
5785,Andrew Williams,49,Female,USA,10,Action,8.11,9.58,University,7,38,16461,5443,20,548450.04
5786,Christian Schmidt,34,Male,USA,16,Sci-Fi,6.18,8.96,High School,10,31,17041,5229,25,757735.33
5787,Holly Walker,32,Female,USA,14,Comedy,6.87,6.53,Graduate,8,42,18957,5283,29,711409.97
5788,Jonathan Curry,20,Female,USA,2,Action,8.03,7.5,High School,4,39,15157,4709,18,393583.04
5789,Jacob Livingston,43,Female,USA,16,Musical,8.41,9.37,University,10,43,18782,5096,27,966693.62
5790,Donald Castillo,53,Male,Canada,15,Comedy,7.25,7.15,University,8,36,14708,4931,22,710817.73
5791,Brenda Meadows,40,Male,USA,12,Action,6.81,8.93,University,8,51,20606,5358,25,986266.16
5792,Jimmy Reed,27,Male,USA,9,Drama,7.85,11.29,University,6,45,17967,5404,32,510354.25
5793,Gary Middleton,22,Male,USA,4,Action,5.97,1.99,College,2,35,19532,5453,23,312992.67
5794,Jennifer White,30,Male,Canada,12,Drama,5.88,13.81,University,9,37,20117,5423,22,794839.69
5795,Alexandra Brown,55,Female,USA,19,Drama,10.74,10.95,University,11,35,17879,4932,28,1162402.54
5796,Jessica Adams,26,Male,USA,8,Horror,5.09,10.46,University,8,51,17758,5573,23,494346.85
5797,Mr. Peter Branch,48,Female,USA,15,Comedy,8.87,8.64,Graduate,9,37,14659,4697,26,743862.26
5798,Danielle Mack,46,Female,USA,14,Drama,6.43,11.11,College,10,27,14078,4536,20,654829.51
5799,Brian Holmes,49,Male,USA,14,Drama,6.36,5.17,University,5,38,17074,4435,20,535138.34
5800,Melissa Mercado,33,Male,USA,14,Sci-Fi,8.75,4.12,High School,7,35,13828,5167,18,833959.28
5801,Andre Wilson,31,Male,USA,13,Action,5.58,16.34,Graduate,8,33,14878,5201,27,496273.58
5802,April Bennett,45,Female,USA,16,Action,5.95,8.56,High School,10,44,17893,5811,30,1045946.78
5803,Victoria Sims,37,Male,Canada,9,Musical,7.66,7.22,Graduate,5,45,16915,5424,31,294343.2
5804,Lauren Kennedy,24,Male,Canada,6,Comedy,5.99,8.71,University,8,31,16037,5040,24,782192.92
5805,Thomas Shannon,47,Female,USA,14,Comedy,10.78,7.23,Graduate,9,33,14977,4743,23,975482.09
5806,Timothy Harris,28,Female,USA,10,Drama,10.83,12.64,Graduate,8,38,15683,5544,25,830679.78
5807,Paul Wells,28,Male,Canada,10,Sci-Fi,8.43,10.39,College,9,38,17611,5081,30,628372.99
5808,Chelsea Williams,28,Male,USA,10,Sci-Fi,6.97,3.99,High School,7,37,15786,4870,21,567579.82
