Name;Age;Gender;Nationality;Years Active;Genre Specialization;Beauty;Skill Level;Education Level;Award Wins;Media Mentions;Social Media Followers;Social Media Likes;Network Size;Income
Vincent Miller DDS;39;Male;USA;12;Action;7.62;15.53;College;11;38;16975;5525;33;701838.24
Kelly Duarte;39;Male;USA;18;Action;8.28;12.45;University;11;30;14829;4746;25;1144132.78
Heather Lee;34;Female;USA;15;Drama;8.88;9.48;University;10;48;15715;5219;28;1065493.89
Virginia Rodriguez;33;Male;USA;15;Sci-Fi;8.37;8.44;College;9;45;17619;4821;20;959876.78
Nathan Smith;28;Male;USA;10;Sci-Fi;6.08;9.71;Graduate;7;35;13553;4792;28;372138.3
Kathryn Carpenter;32;Female;USA;14;Drama;10.69;3.54;Graduate;6;48;16971;5065;28;906099.18
Cheryl Bird;51;Male;Canada;11;Sci-Fi;9;15.72;Graduate;11;42;17307;5848;30;819726.95
Kelly Phillips;35;Male;Canada;17;Sci-Fi;8.73;4.41;Graduate;8;39;15042;4782;22;948709.34
Gary Benson;42;Female;USA;12;Drama;10.13;12.86;University;9;44;17513;5105;27;891364.47
Michael Mcintyre;49;Male;Canada;14;Horror;6.32;8.4;High School;9;34;14115;4736;22;608786.55
Jennifer Gordon;41;Male;USA;14;Action;7.92;6.45;Graduate;7;46;18332;5282;25;918356.49
Kendra Miller;46;Male;USA;14;Drama;6.78;15.41;Graduate;9;38;16107;5133;28;589823.36
Deanna Ray;41;Female;USA;15;Musical;10.93;8.13;College;8;45;16772;4924;22;969341.08
Grace Brown;26;Female;USA;8;Action;5.18;11.96;University;11;42;17174;5099;24;732923.84
Michael Vance;32;Female;USA;11;Comedy;9.48;9.62;College;8;44;15904;4706;24;703655.57
April Miller;28;Male;USA;10;Horror;6.49;8.93;University;8;32;16199;5314;21;397077.37
Donna Wells;34;Female;USA;15;Horror;7.55;14.19;University;13;35;17877;5400;24;1292866.86
Lori Phillips;46;Male;USA;15;Sci-Fi;7.82;9.13;Graduate;10;39;17054;4817;18;1010749.82
Meghan Gonzales;46;Female;USA;18;Drama;7.85;14.38;University;13;34;17499;5422;27;1383647.22
Tiffany White;37;Male;Canada;13;Sci-Fi;6.5;13.81;Graduate;10;35;16772;5565;25;740531.16
Michael Hardy;36;Male;USA;16;Action;6.57;9.74;Graduate;8;40;17739;5080;23;882010.1
Shannon Jones;47;Male;Canada;17;Action;4.21;7.68;University;9;28;16062;5047;26;727613.52
Jacob Williams;32;Male;USA;14;Sci-Fi;9.14;12.04;High School;12;38;15948;4852;20;1188369.02
Vanessa Braun;51;Male;USA;15;Drama;6.2;8.78;High School;8;37;19399;5712;28;915292.29
Kari Anderson;42;Female;USA;16;Drama;6.3;10.36;College;9;32;16366;5479;27;1186990.94
Mr. Michael Williams;41;Male;USA;10;Sci-Fi;9.39;10.24;High School;9;40;14922;4644;26;703152.54
James Bowers;35;Male;USA;10;Sci-Fi;8.49;6.17;University;5;39;18661;5317;39;556682.27
Daniel Anderson;42;Male;USA;15;Horror;7.78;5.57;High School;10;37;15943;5238;25;807012.41
Blake Lam;45;Female;USA;7;Comedy;8.12;18.99;Graduate;10;34;14728;5018;21;393589.32
Michael Gonzalez;35;Male;USA;17;Musical;10.3;7.26;Graduate;9;30;16288;4770;25;1020030.79
Tanya Mcguire;23;Female;USA;5;Comedy;8.82;14.56;Graduate;7;39;15245;4834;27;449395.34
Terry Murphy;29;Female;USA;11;Comedy;8.28;4.67;College;6;32;15464;4823;20;331550.76
Beth Gonzalez;25;Female;USA;7;Comedy;10.61;7.14;Graduate;5;29;14601;5215;32;515265.5
Susan Fowler;30;Male;USA;12;Sci-Fi;8.65;2.58;College;4;29;14822;5002;23;413113.06
Ashley Henry;31;Female;USA;10;Musical;7.96;8.27;Graduate;7;36;15633;4795;25;405799.02
John Ellison;66;Female;USA;16;Musical;10.02;12.51;High School;11;28;13966;4994;27;798110.3
Donna Martinez;58;Male;USA;13;Horror;6.32;8.45;College;9;33;16316;4887;28;551292.01
Eric Jennings;48;Female;USA;16;Comedy;9.38;8.13;College;10;54;18369;5090;26;945981.86
Jessica Roy;23;Male;USA;5;Comedy;5.1;0.8;High School;4;26;16853;4991;25;425384.23
Troy Peters II;25;Female;USA;7;Sci-Fi;8.25;3.85;College;6;41;18279;5531;27;678924.32
Rebecca Marshall;47;Female;USA;17;Drama;6.26;7.98;University;8;54;19447;5369;26;759840.69
Melissa Kirby;45;Male;USA;12;Action;8.86;10.09;Graduate;9;34;16529;4920;20;806044.05
Gina Johnston;56;Male;USA;16;Action;6.79;10.76;High School;11;52;18159;5010;21;1277580.56
Carmen Mendoza;39;Male;USA;20;Action;8.17;10.86;College;12;51;18201;5596;28;1747148.47
Derek Shepard;24;Female;Canada;6;Drama;7.55;6.07;High School;5;38;17008;5205;27;475708.67
Danielle Williams;30;Female;USA;12;Action;5.9;5.53;University;7;35;16690;5255;28;657083.65
Randy Phillips;37;Female;Canada;19;Comedy;9;6.23;College;8;39;15848;4814;24;1297553.35
Laura Harrison;31;Female;USA;13;Action;5.53;2.72;University;4;35;14973;4759;20;508297.35
Bailey Gonzalez;25;Female;USA;7;Comedy;6.14;10.32;Graduate;7;31;15023;5040;28;337335.83
Debra Brady;30;Female;USA;12;Drama;7.82;2.74;High School;4;46;19292;5204;33;480094.65
Laura Martin;28;Male;USA;10;Comedy;7.52;12.3;University;9;42;18028;5349;26;792185.41
Bradley Chen;41;Male;USA;10;Sci-Fi;4.79;10.74;University;7;53;19436;5450;26;503769.99
Nicholas Long;32;Female;USA;13;Horror;5.98;10.2;High School;12;36;14834;5031;26;851689.89
Christopher Kent;54;Female;USA;13;Comedy;8.15;8.38;University;7;47;19509;5161;31;594120.22
Joshua Brown;39;Male;USA;18;Action;5.15;2.85;University;4;46;17638;5196;25;713269.22
Johnny Duffy;50;Male;USA;14;Drama;9.9;8.18;College;10;33;15179;4888;21;976097.56
Jonathan Golden;46;Male;USA;16;Action;5.94;22.71;College;14;46;17884;4972;28;781271.4
Mark Best;22;Female;USA;4;Comedy;9.65;6.22;College;7;38;18857;5705;32;703734.15
Robert Hernandez;25;Female;USA;7;Horror;7.58;9.53;Graduate;8;49;18760;5156;32;699968.1
Jessica Haynes DVM;45;Male;USA;16;Sci-Fi;5.43;7.52;High School;8;46;17420;5339;30;665838.17
Gerald Vaughan DDS;18;Female;USA;0;Action;5.94;5.31;High School;5;25;15845;5441;23;379249.12
David George;25;Female;USA;7;Action;6.69;9.57;Graduate;8;37;16535;4956;24;523210.67
Dean George;37;Male;Canada;17;Drama;8.88;13.54;Graduate;9;42;18842;5792;39;1078902.97
Jimmy Allen;26;Male;USA;8;Drama;4.93;9.26;College;6;42;18700;5533;27;619040.41
Tracy Clayton;34;Female;Canada;15;Drama;10;12.98;College;11;49;17232;5444;28;1297178.61
John Diaz;41;Male;USA;23;Drama;6.14;14.44;University;11;41;18882;5733;25;1243122.78
Steve Cummings;32;Female;USA;14;Comedy;8.36;7.53;High School;8;46;17572;5216;24;445456.01
Gary Krueger;28;Female;Canada;10;Comedy;7.51;4.45;College;5;40;17561;5245;26;551828.03
Jesse Rivera;44;Male;USA;19;Sci-Fi;7.5;3.89;Graduate;6;33;18776;5670;28;748968.28
Brent Elliott;39;Female;USA;15;Action;9.17;10.14;Graduate;10;35;17914;5098;22;1379664.73
Charles Stephens;42;Male;USA;14;Musical;9.69;12.26;College;12;39;18785;5609;27;1104755.07
Scott Suarez;29;Female;USA;11;Action;6.11;8.67;High School;10;27;16678;4804;22;970712.21
Elizabeth Cobb;21;Female;USA;3;Drama;7.75;7.7;University;6;36;14101;4804;23;379269.82
Brittney Clark;33;Female;USA;14;Comedy;8.13;5.96;High School;10;40;16981;5019;24;1057890.31
Brittany Armstrong;36;Female;USA;18;Drama;10.32;7.79;College;8;39;15833;5303;21;971056.34
Dawn Fisher;48;Male;USA;13;Comedy;6.35;6.96;High School;7;44;16546;5002;25;436877.93
Laura Mccarthy;35;Male;USA;16;Sci-Fi;8.77;6.05;Graduate;8;26;16117;4921;27;862976.13
Jonathan Herrera;27;Female;USA;9;Drama;9.24;4.91;High School;6;35;17076;5651;26;640940.41
Elizabeth Wright;44;Male;USA;13;Horror;6.8;6.94;Graduate;8;26;15702;4770;23;499278.35
Sonya Scott;34;Female;USA;12;Musical;8.79;12.66;Graduate;10;47;18550;5368;31;783921.26
Robert Carlson;19;Male;USA;1;Sci-Fi;5.77;7.89;College;5;41;15929;4524;23;326089.39
Chad Daniels;57;Male;USA;16;Sci-Fi;5.91;11.09;College;9;40;16433;4700;27;620665.55
Alexander Collier;54;Male;USA;16;Musical;8.23;10.35;College;9;38;16295;5128;23;754615.42
Craig Little;38;Male;USA;13;Drama;9.4;7.39;University;8;38;15278;4666;27;681879.1
Darren Bates;39;Male;Canada;16;Drama;8.78;8.62;University;8;38;15938;5069;23;717208.78
Don Daniels;18;Female;USA;0;Horror;7.38;6.96;College;6;26;12576;5094;23;280670.51
Christina Ibarra;49;Male;USA;20;Action;4.8;4.89;University;7;32;15507;5026;24;895016.73
Robert Rivera;47;Female;USA;17;Comedy;9.17;3.35;University;8;31;16491;4879;19;774536.93
Jason Mills;32;Male;Canada;14;Action;5.02;5.1;College;9;40;14733;4676;23;545751.31
Joshua Evans;38;Female;USA;18;Drama;8.19;4.91;College;10;39;17029;5175;28;1291552.97
Gina Sanchez DDS;34;Female;USA;16;Comedy;6.03;8.55;Graduate;8;37;18819;4790;24;1278152.79
Rebecca Villarreal;28;Male;USA;10;Action;8.34;12.76;High School;7;35;17045;5058;26;762787.33
Tiffany Robinson;44;Male;USA;15;Drama;7.24;9.79;High School;11;43;16853;5205;24;878629.68
Justin Brown;38;Male;USA;15;Sci-Fi;7.72;7.4;University;8;47;17440;4867;28;953508.37
Kimberly Thomas;29;Male;USA;11;Horror;7.63;10.25;College;9;38;16367;4940;24;711098.36
Douglas White;35;Male;USA;16;Drama;7.19;4.42;Graduate;4;52;19351;5417;23;865467.86
Jamie Sanchez;33;Female;Canada;15;Comedy;8.87;21.62;Graduate;11;32;14551;4631;23;578897.91
Ann Webb;42;Male;USA;13;Sci-Fi;8.25;2.7;College;8;26;16297;5207;24;757637.41
Heather Arnold;51;Male;USA;15;Drama;11.46;11.96;Graduate;10;29;15744;5185;21;852467.48
Jeffrey Evans;44;Female;Canada;15;Musical;8.43;6.83;College;7;29;17007;4783;33;549592.55
Brian Jones;19;Male;USA;1;Drama;6.73;1.91;High School;4;30;15154;5056;21;260467.91
Jessica Schneider;26;Female;USA;8;Drama;6.96;13.54;University;10;45;18533;5022;27;513377.7
Katherine Brown;45;Male;USA;12;Action;5.52;7.07;University;8;46;16690;4949;21;703257.27
Richard Lynn;33;Female;USA;15;Comedy;6.35;8.1;High School;9;35;17308;5026;25;670264.76
Richard Burton;20;Female;USA;2;Drama;9.07;5.93;Graduate;3;39;14553;4812;20;265893.72
Nicole Jenkins;27;Female;USA;9;Comedy;7.74;8.16;High School;10;35;15672;5100;25;877219.93
Samuel Stewart;53;Male;USA;11;Action;6.32;3.13;Graduate;4;39;18142;5024;26;513845.49
Jeffrey Thomas;33;Female;Canada;14;Drama;6.71;6.67;College;10;32;16649;4985;21;732502.64
Jonathan White;25;Female;USA;7;Comedy;8.14;13.05;Graduate;8;38;15274;5041;27;394837.78
Brandi Saunders;36;Male;USA;18;Action;5.49;3.82;Graduate;7;48;19422;5150;30;755863
Andrew Keller;32;Male;USA;14;Musical;8.58;2.46;High School;6;47;15016;5217;25;632172.02
Melanie Mendoza;33;Female;USA;12;Drama;9.25;10.8;University;10;40;16487;4954;20;926448.78
Kelly Osborne;25;Female;USA;7;Comedy;8.01;5.98;High School;5;36;16501;4776;32;461351.96
Garrett Sweeney;39;Female;USA;17;Drama;7.63;6.28;Graduate;7;37;17661;5371;20;1000800.73
Teresa Ball;40;Male;USA;13;Action;8.25;12.41;College;10;36;14100;4606;19;816644.96
Katherine Murphy;37;Female;USA;13;Drama;10.72;10.95;High School;11;38;15484;4781;29;844135.18
Belinda Jones;43;Female;USA;18;Drama;6.7;13.99;Graduate;15;28;14631;4675;26;1142232.09
Brian Allen;51;Female;USA;22;Comedy;10.15;19.13;University;18;51;16259;5180;29;2073904.66
Michael Palmer;33;Female;USA;8;Comedy;7.21;2.13;High School;6;40;17500;5234;24;521712.12
Rebecca Walker;39;Female;USA;9;Drama;6.27;5.61;College;7;37;15339;5253;36;413657.35
Christopher Hawkins;34;Male;USA;16;Sci-Fi;9.32;6.42;High School;7;36;14677;4594;21;765465.91
Matthew Armstrong;31;Male;Canada;13;Sci-Fi;8.33;8.15;High School;9;51;17434;5330;27;856727.59
Daniel Smith;28;Female;USA;10;Drama;7.92;7.41;College;8;43;20498;5552;28;676897.13
Daniel Carr;55;Female;USA;20;Comedy;7.86;12.39;Graduate;11;33;17347;5101;27;1379944.46
Brian Cochran;60;Female;USA;13;Comedy;7.55;10.66;Graduate;9;37;14768;4900;21;637850.13
Susan Johnson;46;Female;USA;15;Comedy;7.97;10.83;College;10;50;15837;5007;24;732982.87
Kimberly Hunter;38;Male;USA;13;Action;5.48;4.08;Graduate;6;28;15083;4971;22;471529.69
Ronnie Chavez;41;Male;USA;13;Sci-Fi;7.91;10.87;College;12;36;15097;4457;26;896331.47
Dennis Newton;43;Female;USA;17;Drama;8.94;11.57;Graduate;8;47;14297;4975;20;824354.44
Rachel Higgins;20;Male;USA;2;Horror;7.01;8.67;University;4;39;15668;5426;22;223479.13
Walter Hensley;45;Male;USA;14;Action;5.52;7.43;Graduate;7;33;17004;4955;21;675776.58
Amber White;42;Male;Canada;10;Action;6.69;7.54;University;7;42;17875;5273;25;541805.39
Jaime Stone;27;Female;USA;9;Drama;6.65;2.33;University;5;36;16405;5143;19;391718.53
Shannon Shaw;30;Female;Canada;12;Musical;9.37;8.94;High School;7;29;14575;4805;23;508141.38
Kevin Oconnell;35;Female;USA;14;Musical;10.93;4.03;University;5;51;16971;4619;24;532350.39
James Galloway;25;Female;USA;7;Comedy;6.58;1.14;High School;6;27;13873;4705;19;531406.75
Jeffrey Reynolds;31;Female;USA;13;Drama;11.06;12.08;Graduate;9;27;14926;5118;26;828570.41
Brianna Adams;44;Male;USA;14;Horror;8.59;9.34;High School;9;43;18158;5112;24;690469.56
Bobby Herrera;53;Male;USA;10;Action;5.41;5.71;University;5;37;14537;4790;25;427588.55
Pamela Fields;25;Female;USA;7;Drama;11.74;15.75;Graduate;10;28;14282;5036;26;717971.19
Linda Berg;29;Male;USA;11;Action;8.4;5.84;College;9;39;15501;4610;21;755271.93
Ryan Allen;32;Male;USA;14;Comedy;6.41;6.13;College;7;35;15341;5538;28;491367.5
Denise Taylor;47;Male;USA;13;Drama;8.04;13.07;College;11;45;16299;4994;24;545843.35
Tiffany Lewis;33;Female;USA;15;Musical;10.37;3.89;University;6;42;19365;5614;25;779780.48
Jeffrey Smith;29;Male;USA;11;Action;6.56;12.71;University;8;34;17079;4850;31;839903.95
Richard Davis;30;Female;USA;11;Drama;8.15;3.86;Graduate;8;53;17885;5136;27;903569.72
Alicia Curtis;28;Male;USA;10;Horror;6.5;1.47;High School;3;36;14775;5151;19;295616.78
Lauren Davidson;43;Male;Canada;17;Action;4.36;6.06;University;7;40;18467;4991;15;806058.71
Mr. Jeremy Morrow;33;Female;USA;15;Action;7.54;8.8;Graduate;7;31;13743;5112;21;591957.08
Ann Graham;36;Female;USA;18;Drama;5.82;12.01;High School;13;37;14757;4944;31;931830.79
Mark Harper;24;Female;USA;6;Comedy;9;1.16;Graduate;4;40;18750;5124;23;511441.65
Michael Williams;35;Female;USA;15;Comedy;7.9;3.69;College;7;20;16589;5189;19;635980.63
John Wagner;29;Female;USA;11;Musical;9.65;17.05;Graduate;10;49;18629;5376;25;823862.13
Phillip Johnson;28;Female;USA;10;Action;9.63;9.34;College;9;39;19271;5391;31;1159504.19
Steven Klein;39;Female;USA;16;Action;9.12;8.61;Graduate;11;24;15535;5162;27;1543297.29
Donald Smith MD;29;Female;USA;11;Drama;6.02;9.61;College;9;39;18539;5644;24;672665.84
Joanna Hall;33;Male;USA;11;Comedy;9.53;4.3;College;4;48;20977;5461;27;778731.19
Christopher Cooper;50;Male;USA;13;Musical;5.87;3.54;University;5;41;16690;4881;28;407352.08
George Moran;22;Male;USA;4;Comedy;8.62;3.59;University;2;39;16942;5259;21;297285.12
Andrew Wyatt;40;Male;USA;16;Action;8.51;10.11;Graduate;9;33;16384;4890;23;1139296.26
Juan Johnson;31;Female;USA;13;Comedy;6.51;5.65;College;6;36;15365;4676;28;474353.83
Alex Boyd;42;Male;USA;14;Sci-Fi;6.02;7.83;University;7;36;14194;4856;21;428619.44
Caitlin Harris;32;Female;USA;13;Drama;7.88;12.62;High School;12;44;17581;5118;21;1026552.8
Julie Little;35;Male;USA;16;Comedy;5.36;8.61;Graduate;8;43;19067;5420;27;716806.48
Emily Gomez;26;Female;USA;8;Drama;7.69;8.08;High School;9;38;16374;4933;23;704522.01
Dennis Davis;23;Male;USA;5;Drama;7.44;5.8;High School;5;31;15017;5166;20;337671.81
Jeremiah Murphy;45;Male;USA;17;Comedy;7.96;7.62;College;8;52;17173;5737;28;895562.75
Robert Zamora;45;Female;USA;11;Drama;11.28;11.92;Graduate;9;29;16904;5170;23;822146.53
Keith Ritter;37;Female;USA;14;Comedy;7.71;17.09;Graduate;16;39;13397;4234;28;1258878.61
Anthony Maddox;32;Male;USA;14;Action;4.07;4.17;College;5;45;20059;5497;24;602008.66
Kylie Osborn;41;Male;USA;10;Action;5.51;6.25;Graduate;6;48;16133;5122;22;304005.69
Erin Mccarthy;35;Female;Canada;15;Drama;8.44;5.66;High School;9;44;20543;5275;31;1039545.26
James Clay;53;Female;Canada;14;Musical;7.49;9.33;High School;8;37;16906;5513;30;587298.19
Christopher Sims;43;Female;USA;11;Drama;9.67;14.42;University;14;37;15329;4738;29;1302411.67
Mr. Lawrence Vasquez;29;Male;USA;11;Musical;8.52;16;College;10;43;17714;5114;26;560066.9
Patricia Williams;34;Female;USA;13;Action;8.97;9.32;College;11;44;17478;4769;26;1142661.54
Jordan Andrade;28;Female;USA;10;Action;10.69;9.83;College;8;37;14226;4734;20;721009.8
Kelly White;38;Female;USA;18;Drama;7.32;12.37;High School;12;31;16207;4870;28;1096344.52
Thomas Turner;58;Female;USA;11;Comedy;9.26;13.88;University;12;41;16427;5137;31;1008489.17
Karen Ramsey;34;Female;USA;15;Sci-Fi;9.27;12.47;Graduate;12;44;16138;5146;21;1184209.93
Kathleen Thompson;46;Female;USA;12;Drama;6.27;9.92;College;11;25;15160;5482;28;521213.4
Madison Meadows;43;Male;USA;19;Musical;10.68;11.1;College;10;34;14754;5210;27;742675.56
Miss Erin Jackson MD;33;Female;USA;15;Action;7.43;10.04;University;10;19;14534;5180;27;884205.69
Courtney Harding;41;Female;USA;20;Action;9.56;17.52;Graduate;13;43;17475;5428;31;1626278.51
Brian George;25;Female;USA;7;Comedy;8.58;8.95;University;6;35;15392;5220;21;431636.55
Dawn Montgomery;23;Female;Canada;5;Comedy;7.4;5.34;High School;8;33;15893;4997;25;422540.38
Anthony Burke;28;Female;USA;10;Sci-Fi;9.39;5.16;High School;5;40;15310;4713;18;661370.4
Kendra Jones;46;Female;USA;11;Comedy;7.64;8.76;High School;11;39;16242;4959;28;578402.44
Laura Myers;35;Male;Canada;13;Comedy;6.6;11.56;College;8;46;17421;5010;29;652829.26
Samuel Perez;47;Male;USA;11;Drama;6.67;2.97;High School;6;46;18830;5204;32;850670.26
Laura Williams;29;Female;Canada;11;Drama;8.4;8.85;Graduate;6;40;18010;5827;28;591203.27
Bonnie Reyes;37;Male;USA;14;Comedy;6.02;3.78;University;8;43;16535;5039;25;916676.08
Miss Brooke Romero;26;Female;USA;8;Drama;10.63;3.22;University;5;29;15183;5135;22;567800.03
Jose Gibbs;65;Male;USA;17;Sci-Fi;4.7;12.94;University;11;33;15233;4654;22;611748.34
Timothy Harvey;28;Female;USA;10;Comedy;6.74;7.81;College;7;42;17247;5137;31;531264.54
Jacob Long;50;Male;USA;17;Horror;8.13;10.95;Graduate;10;45;18269;4956;29;812984.59
Shannon Shaw;30;Female;Canada;12;Musical;9.37;8.94;High School;7;29;14575;4805;23;508141.38
Henry Watson;32;Female;Canada;14;Drama;7.55;6.55;College;9;41;16711;5019;29;794082.52
Amy Chase;19;Female;USA;1;Drama;9.4;10.83;University;6;31;14810;4744;23;423424.01
Thomas Roman;30;Female;USA;12;Musical;8.29;12.26;Graduate;8;55;16047;5068;28;643741.62
Robert Riddle;48;Female;USA;14;Comedy;9;0.3;University;6;34;17500;4653;20;812855.99
Elizabeth Taylor;31;Male;USA;13;Sci-Fi;5.11;2.94;College;6;31;14913;4919;23;368715.95
Laura James;42;Female;USA;15;Comedy;9.37;14;University;11;40;13381;4727;20;994846.37
Edward Park;38;Male;USA;9;Action;5.65;7.56;Graduate;6;35;16698;5495;22;533063.14
Kimberly Edwards;30;Male;USA;12;Drama;9.23;7.32;College;9;35;14920;4884;21;660271
Rachel Crosby;41;Male;USA;12;Drama;5.9;13.69;University;9;27;18561;5536;28;849080.35
Nancy Lawrence;43;Male;USA;19;Sci-Fi;9.99;12.35;Graduate;11;35;16903;5580;30;1294931.56
Kevin Duncan;64;Female;Canada;23;Drama;8.73;8.69;University;11;47;17594;5174;22;1432344.7
Michael Gilbert;29;Female;USA;11;Horror;4.78;6.65;Graduate;5;36;16043;5175;37;318017.07
Christopher Tucker;38;Male;Canada;18;Action;4.97;14.73;Graduate;11;36;17605;5231;23;1177274.6
David Gibbs;23;Female;USA;5;Drama;7.29;5.09;College;6;41;22398;5840;25;646241.09
Nicole Walker;56;Male;USA;15;Comedy;6.74;8.44;High School;9;38;14147;4887;23;831214.01
Michael Greene;48;Male;USA;20;Sci-Fi;7.12;6.01;Graduate;7;34;18532;5719;30;907785.44
Martha Roberts;46;Female;USA;18;Drama;10.52;13.71;University;13;45;15844;5201;23;1410083.37
Angela Burton;41;Male;USA;15;Drama;5.24;3.76;University;6;51;20047;4897;19;811317.47
Shelly Jones;39;Male;USA;15;Action;6.04;12.9;High School;12;35;15905;5183;31;1288357.22
Ryan Rodriguez;23;Female;USA;5;Musical;7.82;5.9;University;5;39;15924;5112;21;389811.49
Stacey Hernandez;52;Female;USA;16;Drama;10.85;12.68;Graduate;11;35;15991;5268;23;914349.55
Brooke Gonzalez;30;Female;Canada;12;Horror;7.26;11.54;University;9;35;15276;5038;31;659896.75
Breanna Jacobs;28;Female;USA;9;Sci-Fi;8.25;12.48;Graduate;7;33;17153;5104;26;694940.65
James Wright;32;Male;USA;11;Action;6.27;7.58;University;7;34;14934;4815;24;488238.12
Michael Mercado;37;Male;Canada;13;Sci-Fi;6.08;9.82;High School;10;47;17102;5096;25;673731.31
Mary Jones;52;Male;USA;20;Action;6.07;6.13;High School;9;30;14904;4714;28;1107935.85
Ian Warren;47;Male;USA;11;Sci-Fi;7.64;7.82;College;7;33;16037;4865;19;523070.28
Stacey Miller;40;Female;USA;18;Comedy;9.45;9.56;High School;12;40;18011;5254;28;1336074.3
James Martin;28;Male;USA;10;Sci-Fi;4;11.1;High School;8;34;15383;4809;17;393820.22
David Cox;18;Male;USA;0;Sci-Fi;7.56;7.92;Graduate;3;30;14314;4787;21;275950.75
Gregory Hensley;42;Female;USA;13;Drama;10.39;10.86;Graduate;8;38;14861;4871;23;677794.75
Christopher Stanley;39;Female;USA;17;Drama;9.13;8.25;University;9;56;19198;5640;28;1023402.36
David Anderson;18;Female;USA;0;Musical;7.73;3.5;Graduate;3;41;18807;5278;26;311184.12
Benjamin Bryant;30;Female;USA;8;Comedy;9.04;8.54;Graduate;5;28;15219;5021;25;411821.88
Angel Norton;27;Female;USA;9;Horror;7.66;10.71;College;8;33;16282;4981;27;593942.09
Meghan Parsons;61;Female;USA;21;Drama;10.13;4.99;University;7;38;16423;5398;26;922907.72
Mark Henry;37;Female;USA;19;Comedy;7.61;1.18;College;5;41;18600;5134;26;1072111.02
Paul Wilson;35;Female;USA;16;Action;4.88;16.45;University;11;45;17585;5098;31;901738.32
Leonard Page;32;Female;USA;10;Comedy;8.07;2.23;University;5;41;16844;4927;25;539859.96
Vincent Fry;43;Male;USA;21;Sci-Fi;5.1;13.9;College;12;48;16571;5273;26;895487.01
Cynthia Lopez;23;Male;Canada;5;Action;5.26;1.77;University;2;41;16458;4990;27;297403.44
Dominic Edwards;26;Female;USA;8;Action;10.51;5.83;Graduate;6;39;15611;5163;25;619790.75
Matthew Kelley;26;Female;USA;8;Action;7.2;5.46;College;5;24;16643;5252;19;559119.89
Scott Moore;41;Male;USA;16;Action;4.99;10.01;University;11;36;15635;5505;29;786504.84
